Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
11 thread:big1 11 thread,277,2477,366,4379,"808,34","0,000%",",91403","1817,30","0,11","2035951,0"
11 thread:big2 11 thread,253,5881,869,8359,"1743,90","0,000%",",83312","4049,74","0,10","4977620,0"
TOTAL,530,4102,366,8359,"2164,19","0,000%","1,74525","5863,25","0,22","3440181,7"
