Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
7 thread:big1 7 thread,184,2376,2202,2597,"51,05","0,000%",",60841","1209,65","0,08","2035951,0"
7 thread:big2 7 thread,173,4281,2860,5777,"674,95","0,000%",",57104","2775,79","0,07","4977620,0"
TOTAL,357,3299,2202,5777,"1062,56","0,000%","1,17838","3983,33","0,15","3461465,7"
