Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
10 thread:big1 10 thread,249,1885,333,3485,"921,48","0,000%",",82332","1636,95","0,10","2035951,0"
10 thread:big2 10 thread,253,4435,840,7916,"1782,60","0,000%",",83334","4050,81","0,10","4977620,0"
TOTAL,502,3170,333,7916,"1910,14","0,000%","1,65350","5681,48","0,21","3518505,3"
