Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
4 thread:big1 4 thread,103,1343,1253,1444,"26,04","0,000%",",34176","679,49","0,04","2035951,0"
4 thread:big2 4 thread,101,2576,1821,3300,"425,07","0,000%",",33459","1626,45","0,04","4977620,0"
TOTAL,204,1954,1253,3300,"685,62","0,000%",",67579","2304,77","0,08","3492365,6"
