Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
15 thread:big1 15 thread,277,4767,4106,5291,"234,20","0,000%",",91057","1810,42","0,11","2035951,0"
15 thread:big2 15 thread,252,11548,6351,12453,"668,41","0,000%",",82262","3998,72","0,10","4977620,0"
TOTAL,529,7997,4106,12453,"3422,25","0,000%","1,72685","5796,54","0,21","3437275,4"
