Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
12 thread:big1 12 thread,273,3171,1259,5562,"420,46","0,000%",",90110","1791,60","0,11","2035951,0"
12 thread:big2 12 thread,262,7723,4280,10203,"809,68","0,000%",",85575","4159,75","0,11","4977620,0"
TOTAL,535,5401,1259,10203,"2364,17","0,000%","1,74739","5932,50","0,22","3476544,0"
