Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
8 thread:big1 8 thread,202,2498,1849,2873,"211,09","0,000%",",66696","1326,07","0,08","2035951,0"
8 thread:big2 8 thread,206,4744,2904,6328,"785,00","0,000%",",67270","3269,95","0,08","4977620,0"
TOTAL,408,3632,1849,6328,"1262,67","0,000%","1,33233","4581,46","0,17","3521205,4"
