RESULTS OF EXPERIMENT NUMBER: 1
FILESIZE: 5242880 BLOCKSIZE: 1048576 NUMINTERACTION: 5
1;9,43323;10,3697;
2;9,22741;10,2648;
3;9,03521;10,0507;
4;9,76209;10,696;
5;9,3864;10,3884;
6;9,61017;10,5683;
7;9,89149;10,8278;
8;8,60143;9,5849;
9;9,49237;10,5293;
10;8,31585;9,30972;
11;9,48;10,4521;
12;9,04484;9,98389;
13;10,3687;11,381;
14;9,39823;10,3626;
15;10,2969;11,2856;
16;9,35053;10,3613;
17;8,50655;9,50794;
18;9,42826;10,2761;
19;9,34632;10,3493;
20;9,51686;10,4403;
21;10,0809;11,0516;
22;10,2912;11,2254;
23;9,73494;10,7359;
24;9,08524;10,2521;
25;8,32252;9,37299;
26;9,51556;10,526;
27;8,53111;9,49795;
28;9,93565;10,9204;
29;9,64621;10,5717;
RESULTS OF EXPERIMENT NUMBER: 8
FILESIZE: 104857600 BLOCKSIZE: 204800 NUMINTERACTION: 512
0;47,3261;48,3325;
1;44,1282;45,0984;
2;44,3313;45,3794;
3;44,7417;45,7245;
4;42,9256;43,8997;
5;42,7508;43,8027;
6;46,545;47,7059;
7;45,6592;46,7367;
8;42,3802;43,4767;
9;43,302;44,8173;
10;40,6208;41,7853;
11;43,0958;44,2027;
12;42,0727;43,1495;
13;44,812;45,9549;
14;43,5642;44,5772;
15;44,5175;45,5955;
16;44,7322;45,7662;
17;43,9271;45,0305;
18;42,5869;43,5794;
19;37,3495;38,4022;
20;42,6757;43,7833;
21;46,2965;47,3577;
22;46,0872;47,2219;
23;45,7387;46,7878;
24;43,2284;44,2423;
25;44,6568;45,7252;
26;45,286;46,4044;
27;42,9203;44,0964;
28;44,6568;45,7532;
29;45,8356;47,1228;
RESULTS OF EXPERIMENT NUMBER: 9
FILESIZE: 104857600 BLOCKSIZE: 51200 NUMINTERACTION: 2048
0;197,004;198,217;
1;192,742;193,97;
2;191,666;193,152;
3;195,996;197,312;
4;193,823;195,121;
5;201,78;203,002;
6;195,159;196,323;
7;200,448;201,596;
8;194,064;195,412;
9;151,425;153,964;
10;198,219;199,327;
11;198,021;199,139;
12;196,489;197,549;
13;195,485;196,546;
14;182,134;183,832;
15;196,801;198,145;
16;193,308;194,446;
17;183,958;185,552;
18;202,582;203,888;
19;198,245;199,326;
20;193,308;194,656;
21;196,873;198,125;
22;192,718;194,061;
23;196,718;197,88;
24;195,346;196,807;
25;208,309;209,654;
26;196,112;197,112;
27;193,898;194,942;
28;193,95;195,05;
29;194,626;195,839;
