Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
200 thread:small1 205 thread,4963,1969,10,11303,"1378,48","0,000%","16,36830","404,64","2,06","25314,0"
200 thread:small2 205 thread,5184,2940,623,11599,"1395,11","0,000%","17,07943","1673,07","2,15","100309,0"
TOTAL,10147,2465,10,11599,"1469,45","0,000%","33,43052","2077,27","4,21","63628,2"
