Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
215 thread:small2 205 thread,5452,3761,241,8997,"1358,24","0,000%","17,93864","1757,23","2,26","100309,0"
215 thread:small1 205 thread,5448,2683,150,8932,"1416,53","0,000%","17,94703","443,66","2,26","25314,0"
TOTAL,10900,3222,150,8997,"1488,65","0,000%","35,86411","2200,36","4,52","62825,3"
