Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
265 thread:small1 205 thread,6720,3369,258,9569,"1076,95","0,000%","22,05962","545,33","2,78","25314,0"
265 thread:small2 205 thread,6679,4612,1851,10129,"1134,47","0,000%","21,90123","2145,40","2,76","100309,0"
TOTAL,13399,3989,258,10129,"1268,68","0,000%","43,93648","2690,11","5,53","62696,8"
