Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
220 thread:small1 205 thread,5714,2745,158,7840,"1388,87","0,000%","18,84291","465,81","2,37","25314,0"
220 thread:small2 205 thread,5436,3888,1692,9050,"1379,56","0,000%","17,89907","1753,36","2,25","100309,0"
TOTAL,11150,3302,158,9050,"1497,49","0,000%","36,71314","2218,44","4,62","61876,6"
