Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
150 thread:small1 205 thread,3855,1103,33,5365,"430,89","0,000%","12,76714","315,61","1,61","25314,0"
150 thread:small2 205 thread,3795,2426,1640,5380,"230,47","0,000%","12,52496","1226,92","1,58","100309,0"
TOTAL,7650,1760,33,5380,"746,62","0,000%","25,24786","1541,44","3,18","62517,4"
