Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
205 thread:small1 205 thread,5189,2419,13,7331,"1377,35","0,000%","17,11841","423,18","2,16","25314,0"
205 thread:small2 205 thread,5211,3595,1885,9060,"1390,80","0,000%","17,16008","1680,97","2,16","100309,0"
TOTAL,10400,3008,13,9060,"1503,86","0,000%","34,24770","2103,38","4,31","62890,8"
