Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
210 thread:small1 205 thread,5299,2237,255,8338,"1246,84","0,000%","17,48949","432,35","2,20","25314,0"
210 thread:small2 205 thread,5350,3164,1378,11858,"1455,86","0,000%","17,60088","1724,15","2,22","100309,0"
TOTAL,10649,2703,255,11858,"1432,93","0,000%","35,03387","2155,10","4,41","62991,1"
