Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
240 thread:small1 205 thread,6084,3067,120,9491,"1268,51","0,000%","20,01085","494,68","2,52","25314,0"
240 thread:small2 205 thread,6066,4247,1695,9379,"1282,15","0,000%","19,91294","1950,63","2,51","100309,0"
TOTAL,12150,3656,120,9491,"1405,24","0,000%","39,88497","2444,35","5,02","62755,9"
