Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
285 thread:small1 205 thread,7138,3297,369,69230,"1664,13","0,000%","23,41817","578,91","2,95","25314,0"
285 thread:small2 205 thread,7124,4401,2037,67903,"1781,28","0,000%","23,35853","2288,15","2,94","100309,0"
TOTAL,14262,3848,369,69230,"1809,92","0,000%","46,76280","2866,72","5,89","62774,7"
