Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
350 thread:small1 205 thread,7860,4003,264,129762,"6652,97","0,305%","24,98403","615,92","3,14","25244,1"
350 thread:small2 205 thread,7842,4674,1923,130902,"7220,01","0,332%","22,77724","2224,00","2,86","99984,6"
TOTAL,15702,4338,264,130902,"6950,08","0,318%","45,60677","2786,80","5,73","62571,5"
