Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
255 thread:small1 205 thread,6369,3193,355,8186,"1135,90","0,000%","20,91358","517,00","2,63","25314,0"
255 thread:small2 205 thread,6531,4410,1739,9327,"1204,29","0,000%","21,42717","2098,96","2,70","100309,0"
TOTAL,12900,3809,355,9327,"1319,66","0,000%","42,32228","2615,48","5,33","63282,4"
