Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
305 thread:small1 205 thread,7253,3529,139,122594,"3730,61","0,083%","23,72277","586,00","2,99","25294,9"
305 thread:small2 205 thread,7333,4460,243,122591,"4225,63","0,109%","23,84351","2333,17","3,00","100202,1"
TOTAL,14586,3997,139,122594,"4014,24","0,096%","47,42690","2915,73","5,97","62953,9"
