Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
235 thread:small1 205 thread,5922,3013,126,7893,"1290,31","0,000%","19,49758","481,99","2,46","25314,0"
235 thread:small2 205 thread,5978,4131,1597,9201,"1316,42","0,000%","19,64444","1924,33","2,47","100309,0"
TOTAL,11900,3575,126,9201,"1418,34","0,000%","39,10486","2405,41","4,93","62988,0"
