Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
225 thread:small1 205 thread,5699,2829,154,7553,"1325,98","0,000%","18,76183","463,81","2,36","25314,0"
225 thread:small2 205 thread,5701,3969,1790,9128,"1373,80","0,000%","18,74330","1836,06","2,36","100309,0"
TOTAL,11400,3399,154,9128,"1465,56","0,000%","37,48003","2299,24","4,72","62818,1"
