Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
325 thread:small1 205 thread,7636,3785,60,138475,"4713,09","0,039%","23,87138","589,91","3,01","25305,1"
325 thread:small2 205 thread,7518,4619,1860,138489,"4261,49","0,013%","24,27714","2377,83","3,06","100296,0"
TOTAL,15154,4199,60,138489,"4514,01","0,026%","47,37372","2891,86","5,97","62508,6"
