Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
280 thread:small1 205 thread,7056,3244,331,24975,"1538,87","0,000%","23,20427","573,63","2,92","25314,0"
280 thread:small2 205 thread,6879,4493,369,26979,"1688,30","0,000%","22,58817","2212,69","2,85","100309,0"
TOTAL,13935,3861,331,26979,"1730,91","0,000%","45,75754","2785,45","5,76","62335,2"
