Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
100 thread:small1 205 thread,2527,696,37,5397,"339,45","0,000%","8,39092","207,43","1,06","25314,0"
100 thread:small2 205 thread,2573,1587,798,5424,"217,09","0,000%","8,52244","834,84","1,07","100309,0"
TOTAL,5100,1146,37,5424,"528,41","0,000%","16,89251","1041,75","2,13","63149,7"
