Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
1 thread:small1 205 thread,28,14,9,113,"19,01","0,000%",",09333","2,31","0,01","25314,0"
1 thread:small2 205 thread,23,32,27,130,"20,90","0,000%",",08518","8,34","0,01","100309,0"
TOTAL,51,22,9,130,"21,75","0,000%",",17000","9,82","0,02","59135,3"
