Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
175 thread:small1 205 thread,4467,1807,10,7402,"1285,43","0,000%","14,76826","365,08","1,86","25314,0"
175 thread:small2 205 thread,4433,2989,1228,8695,"1174,11","0,000%","14,62636","1432,77","1,84","100309,0"
TOTAL,8900,2396,10,8695,"1365,76","0,000%","29,36489","1797,12","3,70","62668,3"
