Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
250 thread:small1 250 thread,6213,3009,414,16915,"1287,83","0,000%","20,42769","504,99","2,57","25314,0"
250 thread:small2 250 thread,6376,4250,1119,20908,"1438,71","0,000%","20,93966","2051,21","2,64","100309,0"
TOTAL,12589,3637,414,20908,"1500,51","0,000%","41,34373","2555,60","5,21","63297,0"
