Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
260 thread:small1 205 thread,6534,3317,108,7430,"1134,42","0,000%","21,48070","531,02","2,71","25314,0"
260 thread:small2 205 thread,6616,4533,1332,9771,"1169,31","0,000%","21,71922","2127,57","2,74","100309,0"
TOTAL,13150,3929,108,9771,"1302,59","0,000%","43,16925","2657,83","5,44","63045,3"
