Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
290 thread:small1 205 thread,7317,3306,364,34842,"1646,14","0,000%","23,92248","591,38","3,01","25314,0"
290 thread:small2 205 thread,7090,4403,1898,69571,"2128,09","0,000%","23,00596","2253,62","2,90","100309,0"
TOTAL,14407,3846,364,69571,"1976,28","0,000%","46,74805","2840,52","5,89","62220,7"
