Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
300 thread:small1 205 thread,7367,3386,248,67048,"2492,68","0,000%","24,10873","595,98","3,04","25314,0"
300 thread:small2 205 thread,7275,4276,436,68173,"2772,54","0,000%","23,62865","2314,62","2,98","100309,0"
TOTAL,14642,3828,248,68173,"2672,73","0,000%","47,55517","2906,06","5,99","62575,9"
