Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
270 thread:small1 205 thread,6886,3420,207,13135,"1114,71","0,000%","22,62110","559,21","2,85","25314,0"
270 thread:small2 205 thread,6752,4670,1487,14927,"1151,94","0,000%","22,15398","2170,16","2,79","100309,0"
TOTAL,13638,4039,207,14927,"1294,21","0,000%","44,74762","2728,69","5,64","62443,1"
