Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
315 thread:small1 205 thread,7501,3591,125,130364,"3706,06","0,053%","23,18071","572,77","2,92","25301,8"
315 thread:small2 205 thread,7555,4484,1827,131008,"4042,94","0,066%","23,19954","2271,11","2,92","100244,2"
TOTAL,15056,4039,125,131008,"3904,38","0,060%","46,23326","2840,25","5,82","62907,4"
