Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
295 thread:small1 205 thread,7246,3340,544,66827,"1871,22","0,000%","23,76813","587,56","2,99","25314,0"
295 thread:small2 205 thread,7350,4251,2030,75209,"2569,46","0,000%","23,66982","2318,65","2,98","100309,0"
TOTAL,14596,3799,544,75209,"2295,73","0,000%","47,00457","2895,49","5,92","63078,7"
