Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
80 thread:small1 80 thread,172,185,8,3925,"421,72","0,000%",",57324","14,17","0,07","25314,0"
80 thread:small2 80 thread,182,1508,704,7577,"846,89","0,000%",",60345","59,11","0,08","100309,0"
80 thread:medium1 80 thread,193,7359,4644,13520,"1001,89","0,000%",",63645","310,93","0,08","500266,0"
80 thread:medium2 80 thread,213,15132,11688,21175,"1313,76","0,000%",",68208","678,19","0,09","1018167,0"
80 thread:big1 80 thread,184,30673,19928,36655,"2158,30","0,000%",",57438","1142,00","0,07","2035951,0"
80 thread:big2 80 thread,180,71050,28532,81361,"10931,80","0,000%",",55058","2676,35","0,07","4977620,0"
TOTAL,1124,20803,8,81361,"24561,67","0,000%","3,43804","4799,08","0,43","1429375,2"
