procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0      0  33368  52500 291124    0    0     0     0 1509  599  1  5 94  0  0
 0  0      0  33432  52500 291124    0    0     0     0 1353  526  1 10 89  0  0
 2  0      0  33432  52504 291124    0    0     0    16 1440  517  0 11 89  0  0
 1  0      0  33416  52504 291124    0    0     0     0 2240  695  0 23 77  0  0
 0  0      0  33368  52504 291124    0    0     0     0 2173  661  0 20 80  0  0
 0  0      0  33368  52504 291124    0    0     0     0 1246  534  1  8 91  0  0
 0  0      0  33288  52504 291124    0    0     0     0 1701  530  0 13 87  0  0
 0  0      0  33240  52512 291128    0    0     0    16 1457  595  0  8 91  1  0
 0  0      0  33400  52512 291128    0    0     0     0 2012  579  1 22 77  0  0
 2  0      0  33464  52512 291128    0    0     0     0 2356  673  1 23 76  0  0
 0  0      0  33624  52512 291128    0    0     0     0 1662  654  0 15 85  0  0
 2  0      0  33688  52516 291128    0    0     0     8 1395  584  1  9 90  0  0
 0  0      0  33688  52516 291128    0    0     0    32 2011  657  0 22 78  0  0
 1  0      0  33688  52516 291128    0    0     0     0 1785  592  0 16 84  0  0
 2  0      0  33640  52516 291128    0    0     0     0 1590  596  0 12 88  0  0
 1  0      0  33688  52516 291128    0    0     0     0 1689  636  2  8 89  0  0
 0  0      0  33640  52516 291128    0    0     0     0 1639  584  0 14 86  0  0
 1  0      0  33528  52520 291128    0    0     0    16 1086  543  0  4 96  0  0
 0  0      0  33624  52520 291132    0    0     0     0 1801  564  6 10 84  0  0
 1  0      0  33416  52520 291132    0    0     0     0 2135  734  0 18 83  0  0
 0  0      0  33448  52520 291132    0    0     0     0 1762  617  0 12 88  0  0
 0  0      0  33448  52520 291132    0    0     0     8 1319  586  0  9 91  0  0
 0  0      0  33464  52520 291132    0    0     0    28  995  470  0  6 92  1  0
 0  0      0  33464  52520 291132    0    0     0     0  857  440  0  6 94  0  0
 0  0      0  33464  52520 291132    0    0     0     0 1026  456  0  7 93  0  0
 0  0      0  33480  52520 291132    0    0     0     0 1224  475  2  7 91  0  0
 3  0      0  33480  52520 291132    0    0     0     0 1307  480  1 10 89  0  0
 0  0      0  33560  52524 291132    0    0     0    12 1043  491  3  8 89  0  0
 0  0      0  33552  52524 291132    0    0     0     0 1608  528  1 13 85  0  0
 1  0      0  33488  52524 291132    0    0     0     0 1446  571  2 15 83  0  0
 1  0      0  33472  52524 291132    0    0     0     0 2039  687  0 19 81  0  0
 1  0      0  33552  52524 291132    0    0     0    20 1318  605  1  8 91  0  0
 0  0      0  33880  52524 291132    0    0     0    16  679  434  3  5 92  0  0
 0  0      0  33920  52524 291132    0    0     0     0  855  432  0  4 96  0  0
 2  0      0  34048  52524 291132    0    0     0     0 1250  506  0  6 94  0  0
 0  0      0  34668  52524 291132    0    0     0     0 1363  506  3 13 84  0  0
 0  0      0  35448  52524 291132    0    0     0     0 1730  658  5 14 81  0  0
