"Devianza Cluster 1","Devianza Cluster 2","Devianza Cluster 3","Devianza Cluster 4","Devianza Cluster 5","Devianza INTRA CLUSTER"
0.0,0.0,820.6148644414606,220.10465087893965,201.55602798655406,1242.2755433069542
