timeStamp,elapsed,label,responseCode,threadName,success,bytes,sentBytes,URL,Latency
1548427858628,3116,HTTP Request big1,200,Thread Group traccia1 misto 1-15,true,2035951,127,http://raspberrypi.local/big1.html,4
1548427861522,417,HTTP Request medium1,200,Thread Group traccia1 misto 1-20,true,500266,130,http://raspberrypi.local/medium1.html,5
1548427859961,2146,HTTP Request big1,200,Thread Group traccia1 misto 1-6,true,2035951,127,http://raspberrypi.local/big1.html,4
1548427860186,1988,HTTP Request big1,200,Thread Group traccia1 misto 1-7,true,2035951,127,http://raspberrypi.local/big1.html,5
1548427861717,652,HTTP Request big1,200,Thread Group traccia1 misto 1-33,true,2035951,127,http://raspberrypi.local/big1.html,5
1548427862630,10,HTTP Request small1,200,Thread Group traccia1 misto 1-1,true,25314,129,http://raspberrypi.local/small1.html,4
1548427862662,10,HTTP Request small1,200,Thread Group traccia1 misto 1-8,true,25314,129,http://raspberrypi.local/small1.html,4
1548427862723,88,HTTP Request small2,200,Thread Group traccia1 misto 1-18,true,100309,129,http://raspberrypi.local/small2.html,5
1548427862813,9,HTTP Request small1,200,Thread Group traccia1 misto 1-32,true,25314,129,http://raspberrypi.local/small1.html,5
1548427862727,714,HTTP Request medium2,200,Thread Group traccia1 misto 1-19,true,1018167,130,http://raspberrypi.local/medium2.html,4
1548427862771,686,HTTP Request medium2,200,Thread Group traccia1 misto 1-23,true,1018167,130,http://raspberrypi.local/medium2.html,4
1548427863469,9,HTTP Request small1,200,Thread Group traccia1 misto 1-10,true,25314,129,http://raspberrypi.local/small1.html,4
1548427862767,730,HTTP Request medium2,200,Thread Group traccia1 misto 1-26,true,1018167,130,http://raspberrypi.local/medium2.html,4
1548427863431,205,HTTP Request medium1,200,Thread Group traccia1 misto 1-11,true,500266,130,http://raspberrypi.local/medium1.html,4
1548427863749,65,HTTP Request small2,200,Thread Group traccia1 misto 1-31,true,100309,129,http://raspberrypi.local/small2.html,3
1548427862718,1113,HTTP Request big1,200,Thread Group traccia1 misto 1-17,true,2035951,127,http://raspberrypi.local/big1.html,4
1548427864138,25,HTTP Request small1,200,Thread Group traccia1 misto 1-5,true,25314,129,http://raspberrypi.local/small1.html,5
1548427864750,46,HTTP Request small1,200,Thread Group traccia1 misto 1-35,true,25314,129,http://raspberrypi.local/small1.html,4
1548427864077,747,HTTP Request medium1,200,Thread Group traccia1 misto 1-12,true,500266,130,http://raspberrypi.local/medium1.html,5
1548427864176,844,HTTP Request medium1,200,Thread Group traccia1 misto 1-14,true,500266,130,http://raspberrypi.local/medium1.html,4
1548427865128,211,HTTP Request small2,200,Thread Group traccia1 misto 1-28,true,100309,129,http://raspberrypi.local/small2.html,4
1548427863928,1471,HTTP Request medium2,200,Thread Group traccia1 misto 1-24,true,1018167,130,http://raspberrypi.local/medium2.html,4
1548427865471,199,HTTP Request small2,200,Thread Group traccia1 misto 1-27,true,100309,129,http://raspberrypi.local/small2.html,3
1548427864949,940,HTTP Request medium1,200,Thread Group traccia1 misto 1-29,true,500266,130,http://raspberrypi.local/medium1.html,4
1548427864227,1804,HTTP Request medium2,200,Thread Group traccia1 misto 1-3,true,1018167,130,http://raspberrypi.local/medium2.html,5
1548427864331,1766,HTTP Request medium2,200,Thread Group traccia1 misto 1-16,true,1018167,130,http://raspberrypi.local/medium2.html,4
1548427865211,915,HTTP Request medium1,200,Thread Group traccia1 misto 1-6,true,500266,130,http://raspberrypi.local/medium1.html,4
1548427865962,174,HTTP Request small2,200,Thread Group traccia1 misto 1-4,true,100309,129,http://raspberrypi.local/small2.html,4
