Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
HTTP Request small1 70 req/min,248,235,51,362,"76,10","0,000%",",82578","20,41","0,10","25314,0"
HTTP Request small2 70 req/min,273,643,426,818,"73,54","0,000%",",90784","88,93","0,11","100309,0"
HTTP Request medium1 70 req/min,248,1902,1403,2341,"200,16","0,000%",",82061","400,90","0,10","500266,0"
HTTP Request medium2 70 req/min,267,2968,2073,3843,"372,46","0,000%",",87976","874,75","0,11","1018167,0"
HTTP Request big1 70 req/min,254,4133,2613,5196,"652,00","0,000%",",83247","1655,15","0,10","2035951,0"
TOTAL,1290,1975,51,5196,"1483,85","0,000%","4,22789","3030,06","0,52","733884,0"
