Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
HTTP Request small1 40 req/min,109,210,27,431,"85,62","0,000%",",36295","8,97","0,04","25314,0"
HTTP Request small2 40 req/min,108,618,403,1170,"101,95","0,000%",",35915","35,18","0,04","100309,0"
HTTP Request medium1 40 req/min,112,1919,1376,2726,"238,55","0,000%",",37082","181,16","0,05","500266,0"
HTTP Request medium2 40 req/min,93,2947,2276,3543,"349,93","0,000%",",30682","305,07","0,04","1018167,0"
HTTP Request big1 40 req/min,118,4173,2874,5222,"550,94","0,000%",",38793","771,29","0,05","2035951,0"
TOTAL,540,1984,27,5222,"1523,02","0,000%","1,77525","1298,80","0,22","749174,3"
