Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
40 thread:small1 40 thread,188,58,8,360,"67,75","0,000%",",62767","15,52","0,08","25314,0"
40 thread:small2 40 thread,191,609,341,2804,"225,81","0,000%",",63505","62,21","0,08","100309,0"
40 thread:medium1 40 thread,189,2874,2000,3674,"303,23","0,000%",",62549","305,58","0,08","500266,0"
40 thread:medium2 40 thread,181,5730,3934,6898,"614,28","0,000%",",59413","590,74","0,08","1018167,0"
40 thread:big1 40 thread,194,11526,7830,13006,"990,00","0,000%",",62891","1250,43","0,08","2035951,0"
40 thread:big2 40 thread,200,27543,16675,30887,"2343,05","0,000%",",64300","3125,61","0,08","4977620,0"
TOTAL,1143,8270,8,30887,"9733,48","0,000%","3,67476","5316,24","0,46","1481413,0"
