Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
75 thread:small1 75 thread,210,169,8,5821,"430,56","0,000%",",69983","17,30","0,09","25314,0"
75 thread:small2 75 thread,177,1328,685,7229,"643,31","0,000%",",59289","58,08","0,07","100309,0"
75 thread:medium1 75 thread,181,6872,4577,13232,"931,84","0,000%",",59498","290,67","0,08","500266,0"
75 thread:medium2 75 thread,191,13882,10896,20171,"1128,41","0,000%",",60972","606,25","0,08","1018167,0"
75 thread:big1 75 thread,175,28185,21448,33513,"1583,90","0,000%",",54714","1087,85","0,07","2035951,0"
75 thread:big2 75 thread,190,66415,28681,75183,"9143,74","0,000%",",57944","2816,61","0,07","4977620,0"
TOTAL,1124,19321,8,75183,"23486,45","0,000%","3,42782","4795,26","0,43","1432498,1"
