Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
30 thread:small1 30 thread,224,44,8,266,"44,49","0,000%",",74641","18,45","0,09","25314,0"
30 thread:small2 30 thread,207,349,129,2284,"173,18","0,000%",",69629","68,21","0,09","100309,0"
30 thread:medium1 30 thread,178,1617,948,2463,"286,17","0,000%",",58924","287,87","0,07","500266,0"
30 thread:medium2 30 thread,205,3134,1051,4227,"576,10","0,000%",",67517","671,32","0,09","1018167,0"
30 thread:big1 30 thread,185,6203,3770,8195,"1032,60","0,000%",",60739","1207,62","0,08","2035951,0"
30 thread:big2 30 thread,213,14569,7623,18802,"2668,23","0,000%",",69242","3365,81","0,09","4977620,0"
TOTAL,1212,4342,8,18802,"5279,26","0,000%","3,93995","5590,75","0,50","1453044,5"
