Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
HTTP Request small1 60 req/min,216,222,56,365,"78,45","0,000%",",71938","17,78","0,09","25314,0"
HTTP Request small2 60 req/min,213,636,436,864,"69,30","0,000%",",70848","69,40","0,09","100309,0"
HTTP Request medium1 60 req/min,192,1884,1275,2463,"221,22","0,000%",",63563","310,53","0,08","500266,0"
HTTP Request medium2 60 req/min,198,2960,2033,3746,"404,32","0,000%",",65422","650,49","0,08","1018167,0"
HTTP Request big1 60 req/min,226,4230,2475,5160,"576,83","0,000%",",74549","1482,21","0,09","2035951,0"
TOTAL,1045,1997,56,5160,"1549,20","0,000%","3,44706","2527,46","0,42","750819,8"
