Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
HTTP Request small1 80 req/min,324,225,46,413,"77,66","0,000%","1,07890","26,67","0,13","25314,0"
HTTP Request small2 80 req/min,293,632,454,822,"61,81","0,000%",",97427","95,44","0,12","100309,0"
HTTP Request medium1 80 req/min,329,1883,1191,2368,"226,72","0,000%","1,08889","531,97","0,13","500266,0"
HTTP Request medium2 80 req/min,305,2927,1844,3956,"426,92","0,000%","1,00417","998,45","0,12","1018167,0"
HTTP Request big1 80 req/min,279,3993,2491,5032,"678,84","0,000%",",91546","1820,15","0,11","2035951,0"
TOTAL,1530,1885,46,5032,"1429,76","0,000%","5,01978","3462,74","0,61","706373,2"
