Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
15 thread:small2 15 thread,130,321,78,413,"42,29","0,000%",",43282","42,40","0,05","100309,0"
15 thread:medium1 15 thread,122,983,607,1277,"151,48","0,000%",",40519","197,95","0,05","500266,0"
15 thread:medium2 15 thread,138,1658,888,2168,"263,36","0,000%",",45755","454,94","0,06","1018167,0"
15 thread:small1 15 thread,146,130,38,1514,"122,26","0,000%",",48649","12,03","0,06","25314,0"
15 thread:big1 15 thread,122,2521,1405,3433,"540,61","0,000%",",40380","802,85","0,05","2035951,0"
15 thread:big2 15 thread,107,3790,1932,5830,"976,54","0,000%",",35358","1718,73","0,04","4977620,0"
TOTAL,765,1467,38,5830,"1319,06","0,000%","2,52775","3224,44","0,32","1306231,2"
