Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
55 thread:small1 55 thread,182,79,8,478,"91,57","0,000%",",60653","14,99","0,08","25314,0"
55 thread:small2 55 thread,191,868,506,1483,"146,22","0,000%",",63437","62,14","0,08","100309,0"
55 thread:medium1 55 thread,187,4543,3297,8517,"473,02","0,000%",",61506","300,48","0,08","500266,0"
55 thread:medium2 55 thread,195,9324,6436,14245,"796,08","0,000%",",63881","635,17","0,08","1018167,0"
55 thread:big1 55 thread,182,18692,10433,23308,"1462,62","0,000%",",58633","1165,77","0,07","2035951,0"
55 thread:big2 55 thread,186,44805,15328,49819,"5574,34","0,000%",",59257","2880,46","0,07","4977620,0"
TOTAL,1123,12986,8,49819,"15645,33","0,000%","3,57772","5015,98","0,45","1435653,5"
