"Devianza Cluster 1","Devianza Cluster 2","Devianza Cluster 3","Devianza Cluster 4","Devianza Cluster 5","Devianza Cluster 6","Sum of Deviance (#6)","Devianza INTRA CLUSTER"
98.65477459936861,525.5178634849515,1873.1082355297588,4367.349604521495,1446.0708763150528,404.82532760403,96.42925633788602,8715.526682054657
