RESULTS OF COMBINATION NUMBER: 1;;
FILESIZE: 6291456 BLOCKSIZE: 3145728 NUM OF ITERACTION: 2;;
RESULTS OF COMBINATION NUMBER: 4;;
FILESIZE: 251658240 BLOCKSIZE: 3145728 NUM OF ITERACTION: 80;;
0;689.847;419.066
1;695.319;425.753
2;68.738;429.095
3;695.918;422.424
4;691.759;422.409
5;69.273;425.754
6;691.621;424.635
7;686.669;420.216
8;697.158;423.528
9;694.925;426.857
10;69.264;423.515
11;688.669;449.045
12;689.986;422.425
13;707.521;431.302
14;689.291;421.325
15;693.645;426.849
16;694.366;426.854
17;691.894;423.551
18;692.107;430.204
19;698.575;42.685
20;695.814;427.952
21;692.987;423.504
22;687.706;420.208
23;689.489;422.435
24;707.178;426.812
25;721.433;425.749
26;691.986;421.322
27;694.397;422.427
28;692.942;426.873
29;700.287;42.355
30;693.628;426.856
31;692.327;423.547
32;687.774;420.212
33;688.004;42.131
34;694.737;433.521
35;692.921;426.864
36;688.829;42.131
37;695.117;420.182
38;691.187;424.645
39;695.841;432.417
40;705.611;429.084
41;702.281;434.649
42;699.515;427.985
43;694.475;424.643
44;697.605;429.088
45;711.107;432.397
46;697.033;427.969
47;693.749;424.652
48;697.578;429.077
RESULTS OF COMBINATION NUMBER: 5;;
FILESIZE: 251658240 BLOCKSIZE: 1048576 NUM OF ITERACTION: 240;;
0;883.037;396.959
1;882.991;398.002
2;874.597;396.539
3;877.824;395.707
4;883.325;39.843
5;875.483;407.493
6;891.786;392.648
7;879.341;393.003
8;872.931;391.213
9;879.191;396.011
10;200.889;403.499
11;294.382;404.964
12;297.462;402.893
13;299.293;402.308
14;300.138;408.699
15;292.024;407.309
16;29.497;409.851
17;29.683;413.804
18;30.631;449.729
19;295.657;413.697
20;300.233;422.081
21;300.257;419.093
22;292.805;401.461
23;299.286;406.011
24;295.547;41.443
25;295.697;415.425
26;299.818;484.622
27;310.023;436.134
28;297.626;426.094
29;292.879;43.156
30;278.933;413.735
31;28.841;472.068
32;286.968;4.525
33;292.948;466.359
34;28.497;439.174
35;285.799;446.118
36;282.255;410.013
37;284.394;408.482
38;291.975;439.188
39;294.227;432.722
40;297.641;423.662
41;295.988;436.888
42;302.334;435.415
43;300.427;414.181
44;308.245;418.774
45;298.384;414.863
46;303.324;414.378
47;304.918;421.215
48;296.501;409.334
RESULTS OF COMBINATION NUMBER: 6;;
FILESIZE: 251658240 BLOCKSIZE: 512000 NUM OF ITERACTION: 491;;
0;550.084;529.924
1;558.146;551.964
2;551.684;53.895
3;546.329;546.965
4;546.437;549.193
5;550.841;527.275
6;551.127;535.987
7;542.071;529.794
8;518.838;520.371
9;164.957;539.915
10;15.508;541.898
11;157.947;517.382
12;151.161;519.173
13;149.993;520.494
14;148.836;521.575
15;150.512;525.539
16;168.072;527.198
17;148.037;530.818
18;148.132;530.585
19;147.916;528.272
20;146.407;526.841
21;146.357;531.432
22;147.315;538.676
23;146.688;524.809
24;147.032;533.141
25;516.134;546.748
26;566.616;550.251
27;561.102;545.656
28;555.124;551.121
29;567.407;591.148
30;57.73;536.998
31;563.951;545.187
32;562.779;539.878
33;563.023;542.152
34;571.621;537.176
35;564.917;53.511
36;558.024;590.674
37;550.738;537.985
38;560.958;588.378
39;548.678;533.637
40;554.953;546.276
41;547.474;547.936
42;555.002;552.056
43;554.992;543.291
44;553.166;541.448
45;542.976;554.753
46;550.494;58.386
47;552.442;539.315
48;544.824;536.536
RESULTS OF COMBINATION NUMBER: 7;;
FILESIZE: 1006632960 BLOCKSIZE: 3145728 NUM OF ITERACTION: 320;;
0;57.593;180.787
1;571.028;181.306
2;555.084;183.677
3;581.518;18.336
4;559.214;182.666
5;516.185;181.458
6;305.827;185.556
7;295.863;185.114
8;295.425;185.446
9;297.188;186.115
10;294.606;185.224
11;294.342;185.114
12;299.598;186.222
13;298.077;187.775
14;298.477;18.833
15;296.769;186.778
16;298.934;186.667
17;300.314;188.663
18;301.142;189.328
19;300.061;190.661
20;303.285;190.105
21;300.808;191.989
22;304.624;192.547
23;30.581;193.323
24;304.258;19.521
25;30.514;193.655
26;304.155;193.322
27;304.679;192.656
28;308.469;195.774
29;306.967;196.217
30;594.605;197.604
31;610.307;199.105
32;608.869;198.442
33;613.193;201.726
34;621.604;202.878
35;618.404;157.087
36;61.095;119.766
37;61.818;119.778
38;624.675;119.559
39;631.884;119.405
40;63.837;121.111
41;62.228;118.777
42;609.834;120.138
43;60.651;120.319
44;613.348;122.296
45;611.356;12.444
46;62.3;120.769
47;602.675;119.895
48;604.982;119.346
RESULTS OF COMBINATION NUMBER: 8;;
FILESIZE: 1006632960 BLOCKSIZE: 1048576 NUM OF ITERACTION: 960;;
0;146.921;118.335
1;126.066;169.026
2;129.083;189.516
3;132.497;172.351
4;123.574;170.777
5;121.232;170.153
6;574.625;169.651
7;375.109;167.091
8;365.124;170.073
9;366.799;168.877
10;365.678;169.397
11;37.446;168.729
12;367.917;170.174
13;370.367;170.608
14;816.104;181.042
15;119.739;186.135
16;124.029;174.937
17;124.805;176.991
18;121.44;176.996
19;127.102;182.823
20;125.509;180.425
21;126.974;177.181
22;129.197;18.148
23;126.548;178.465
24;126.67;181.856
25;127.478;177.734
26;123.398;179.543
27;423.265;178.488
28;386.866;179.611
29;376.573;179.027
30;419.872;180.448
31;380.362;182.722
32;384.759;182.475
33;38.345;184.798
34;407.043;182.119
35;105.307;185.351
36;128.683;195.131
37;128.519;187.723
38;129.212;188.039
39;129.37;185.936
40;129.195;187.647
41;129.459;185.691
42;129.819;186.207
43;130.052;187.423
44;127.904;192.773
45;130.95;191.227
46;128.522;189.321
47;125.061;193.011
48;461.823;189.767
RESULTS OF COMBINATION NUMBER: 9;;
FILESIZE: 1006632960 BLOCKSIZE: 512000 NUM OF ITERACTION: 1966;;
0;664.091;239.898
1;650.708;240.444
2;649.153;239.795
3;148.692;241.541
4;245.476;245.933
5;245.796;249.167
6;247.431;244.716
7;243.935;245.203
8;246.959;26.817
9;189.252;251.437
10;709.248;248.722
11;655.185;186.437
12;653.033;16.709
13;125.194;174.244
14;295.084;170.668
15;292.176;186.289
16;300.842;193.489
17;342.505;177.565
18;280.39;170.923
19;193.909;166.692
20;680.892;169.277
21;637.248;166.082
22;639.631;167.402
23;141.346;169.371
24;276.684;173.326
25;282.992;170.004
26;231.8;241.742
27;247.296;243.282
28;240.679;221.332
29;180.558;220.705
30;629.094;222.015
31;594.636;223.023
32;637.471;216.922
33;119.638;222.165
34;230.856;219.949
35;236.379;222.503
36;232.504;221.435
37;234.453;222.357
38;229.99;231.245
39;194.045;230.939
40;664.341;229.389
41;621.892;222.703
42;62.608;224.228
43;841.276;225.691
44;228.802;228.924
45;231.918;229.705
46;233.686;230.859
47;236.235;232.392
48;232.202;22.88
