Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
50 thread:medium1 50 thread,1047,4428,3036,6966,"366,58","0,000%","3,45506","1687,94","0,44","500266,0"
50 thread:medium2 50 thread,992,8943,4038,11875,"769,17","0,000%","3,26251","3243,93","0,41","1018167,0"
TOTAL,2039,6624,3036,11875,"2334,60","0,000%","6,70591","4926,17","0,85","752231,6"
