Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
55 thread:medium1 55 thread,960,5241,3573,5775,"213,35","0,000%","3,16235","1544,94","0,40","500266,0"
55 thread:medium2 55 thread,1026,10639,4721,11778,"607,30","0,000%","3,36835","3349,16","0,43","1018167,0"
TOTAL,1986,8030,3573,11778,"2736,55","0,000%","6,52003","4888,89","0,83","767822,1"
