Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
60 thread:medium1 60 thread,954,6118,4660,7121,"261,94","0,000%","3,13277","1530,49","0,40","500266,0"
60 thread:medium2 60 thread,997,12392,6125,13374,"797,74","0,000%","3,25807","3239,52","0,41","1018167,0"
TOTAL,1951,9324,4660,13374,"3192,63","0,000%","6,37563","4762,57","0,81","764923,8"
